Player_Pairs,Number_of_Partnerships,Unbroken,Total_Runs,Highest_Runs,Avg_Runs_Per_Dismissal,Century_Partnerships,50Runs_Partnerships,Country
Aizaz Khan & Waqas Barkat,1,1,14,14*,-,0,0,Hong Kong
Anshuman Rath & Irfan Ahmed,2,0,14,8,7,0,0,Hong Kong
Nadeem Ahmed & KD Shah,1,0,13,13,13,0,0,Hong Kong
Aizaz Khan & Anshuman Rath,3,0,11,8,3.66,0,0,Hong Kong
C Carter & Ehsan Khan,1,0,10,10,10,0,0,Hong Kong
MS Chapman & Haseeb Amjad,1,0,10,10,10,0,0,Hong Kong
Shahid Wasif & Waqas Khan,2,1,10,7*,10,0,0,Hong Kong
Aizaz Khan & MS Chapman,1,0,9,9,9,0,0,Hong Kong
Aizaz Khan & Irfan Ahmed,1,0,9,9,9,0,0,Hong Kong
Aizaz Khan & Waqas Khan,2,0,8,8,4,0,0,Hong Kong
Aizaz Khan & Nadeem Ahmed,1,1,7,7*,-,0,0,Hong Kong
Anshuman Rath & Waqas Barkat,2,0,6,6,3,0,0,Hong Kong
Ehsan Khan & Waqas Khan,1,0,6,6,6,0,0,Hong Kong
Tanwir Afzal & Waqas Barkat,1,0,6,6,6,0,0,Hong Kong
Aizaz Khan & C Carter,2,0,5,4,2.5,0,0,Hong Kong
Haseeb Amjad & Waqas Khan,1,1,5,5*,-,0,0,Hong Kong
Irfan Ahmed & KD Shah,1,0,5,5,5,0,0,Hong Kong
C Carter & MS Chapman,1,0,4,4,4,0,0,Hong Kong
Haseeb Amjad & KD Shah,1,0,4,4,4,0,0,Hong Kong
Anas Khan & Haseeb Amjad,1,0,3,3,3,0,0,Hong Kong
Haseeb Amjad & Nizakat Khan,1,0,3,3,3,0,0,Hong Kong
MS Chapman & Irfan Ahmed,1,0,2,2,2,0,0,Hong Kong
Haseeb Amjad & Najeeb Amar,1,0,2,2,2,0,0,Hong Kong
Nadeem Ahmed & Tanveer Ahmed,1,0,2,2,2,0,0,Hong Kong
Najeeb Amar & Tanwir Afzal,1,0,2,2,2,0,0,Hong Kong
Anas Khan & Nadeem Ahmed,1,1,1,1*,-,0,0,Hong Kong
Babar Hayat & Irfan Ahmed,1,0,1,1,1,0,0,Hong Kong
Nizakat Khan & Waqas Khan,1,0,1,1,1,0,0,Hong Kong
C Carter & Ehsan Nawaz,1,0,0,0,0,0,0,Hong Kong
A Mehmood & Tanveer Ahmed,1,0,0,0,0,0,0,Hong Kong
KD Shah & Tanwir Afzal,1,0,0,0,0,0,0,Hong Kong
L Siaka & TP Ura,6,0,138,54,23,0,1,P.N.G.
S Bau & MD Dai,6,0,137,48,22.83,0,0,P.N.G.
K Pala & A Vala,2,1,74,46*,74,0,0,P.N.G.
MD Dai & A Vala,4,0,65,24,16.25,0,0,P.N.G.
CJA Amini & N Vanua,3,1,54,38*,27,0,0,P.N.G.
VV Morea & A Vala,4,0,52,26,13,0,0,P.N.G.
CJA Amini & JNT Vare,4,0,47,34,11.75,0,0,P.N.G.
L Siaka & A Vala,4,0,47,20,11.75,0,0,P.N.G.
TP Ura & A Vala,3,0,45,43,15,0,0,P.N.G.
S Bau & JNT Vare,2,0,37,34,18.5,0,0,P.N.G.
S Bau & A Vala,2,0,36,21,18,0,0,P.N.G.
CJA Amini & CA Soper,2,0,33,17,16.5,0,0,P.N.G.
L Nou & N Vanua,1,1,31,31*,-,0,0,P.N.G.
MD Dai & JNT Vare,3,0,27,20,9,0,0,P.N.G.
P Raho & N Vanua,1,1,26,26*,-,0,0,P.N.G.
CJA Amini & MD Dai,2,0,23,18,11.5,0,0,P.N.G.
JB Reva & N Vanua,3,0,20,13,6.66,0,0,P.N.G.
JB Reva & JNT Vare,3,0,20,8,6.66,0,0,P.N.G.
CA Soper & JNT Vare,1,0,19,19,19,0,0,P.N.G.
N Pokana & CA Soper,1,1,17,17*,-,0,0,P.N.G.
A Nao & JNT Vare,1,0,14,14,14,0,0,P.N.G.
S Bau & H Hiri,1,0,11,11,11,0,0,P.N.G.
S Bau & N Vanua,1,1,11,11*,-,0,0,P.N.G.
P Raho & CA Soper,1,1,10,10*,-,0,0,P.N.G.
WT Gavera & A Nao,2,0,8,6,4,0,0,P.N.G.
N Pokana & N Vanua,1,0,6,6,6,0,0,P.N.G.
CJA Amini & A Vala,1,0,5,5,5,0,0,P.N.G.
CJA Amini & H Hiri,1,0,4,4,4,0,0,P.N.G.
VV Morea & L Siaka,2,0,3,2,1.5,0,0,P.N.G.
CJA Amini & JB Reva,1,0,2,2,2,0,0,P.N.G.
MD Dai & L Siaka,1,0,2,2,2,0,0,P.N.G.
A Nao & N Vanua,1,0,2,2,2,0,0,P.N.G.
VV Morea & TP Ura,1,0,1,1,1,0,0,P.N.G.
MD Dai & VV Morea,1,0,0,0,0,0,0,P.N.G.
N Vanua & JNT Vare,1,0,0,0,0,0,0,P.N.G.
Mushfiqur Rahim & Shakib Al Hasan,23,0,484,112,21.04,1,1,Bangladesh
Mahmudullah & Mushfiqur Rahim,19,1,475,84,26.38,0,4,Bangladesh
Soumya Sarkar & Tamim Iqbal,22,0,472,61,21.45,0,1,Bangladesh
Sabbir Rahman & Shakib Al Hasan,15,4,452,105*,41.09,1,2,Bangladesh
Mahmudullah & Shakib Al Hasan,21,1,450,91*,22.5,0,1,Bangladesh
Sabbir Rahman & Tamim Iqbal,14,0,435,97,31.07,0,1,Bangladesh
Shakib Al Hasan & Tamim Iqbal,16,1,399,90,26.6,0,3,Bangladesh
Sabbir Rahman & Soumya Sarkar,11,0,319,68,29,0,3,Bangladesh
Liton Das & Tamim Iqbal,13,0,299,74,23,0,2,Bangladesh
Mahmudullah & Tamim Iqbal,7,1,294,132*,49,1,1,Bangladesh
Mushfiqur Rahim & Sabbir Rahman,12,1,282,65,25.63,0,2,Bangladesh
Mohammad Ashraful & Tamim Iqbal,11,0,275,62,25,0,1,Bangladesh
Anamul Haque & Tamim Iqbal,12,1,272,63,24.72,0,1,Bangladesh
Mushfiqur Rahim & Tamim Iqbal,10,1,248,82*,27.55,0,2,Bangladesh
Mushfiqur Rahim & Soumya Sarkar,6,0,170,51,28.33,0,2,Bangladesh
Anamul Haque & Shakib Al Hasan,6,1,163,48,32.6,0,0,Bangladesh
Mahmudullah & Nasir Hossain,7,0,156,50,22.28,0,1,Bangladesh
Aftab Ahmed & Mohammad Ashraful,6,0,155,109,25.83,1,0,Bangladesh
Mushfiqur Rahim & Naeem Islam,7,0,148,43,21.14,0,0,Bangladesh
Mahmudullah & Mashrafe Mortaza,14,4,147,27*,14.7,0,0,Bangladesh
Liton Das & Soumya Sarkar,6,0,145,68,24.16,0,1,Bangladesh
Mohammad Ashraful & Shakib Al Hasan,6,0,144,91,24,0,1,Bangladesh
Mushfiqur Rahim & Nasir Hossain,9,0,143,54,15.88,0,1,Bangladesh
Junaid Siddique & Tamim Iqbal,7,0,138,45,19.71,0,0,Bangladesh
Imrul Kayes & Soumya Sarkar,4,0,137,71,34.25,0,1,Bangladesh
Nazimuddin & Tamim Iqbal,7,0,135,41,19.28,0,0,Bangladesh
Mahmudullah & Mosaddek Hossain,5,0,134,57,26.8,0,1,Bangladesh
Shamsur Rahman & Shakib Al Hasan,2,0,126,118,63,1,0,Bangladesh
Mahmudullah & Nurul Hasan,5,0,121,57,24.2,0,1,Bangladesh
Mahmudullah & Sabbir Rahman,7,1,111,45*,18.5,0,0,Bangladesh
Liton Das & Mushfiqur Rahim,5,0,109,43,21.8,0,0,Bangladesh
Aftab Ahmed & Nazimuddin,3,0,108,48,36,0,0,Bangladesh
Mohammad Ashraful & Mushfiqur Rahim,4,0,97,41,24.25,0,0,Bangladesh
Nasir Hossain & Shakib Al Hasan,4,0,96,44,24,0,0,Bangladesh
Nasir Hossain & Ziaur Rahman,4,1,94,36*,31.33,0,0,Bangladesh
Aftab Ahmed & Shakib Al Hasan,5,0,89,26,17.8,0,0,Bangladesh
Aftab Ahmed & Tamim Iqbal,4,0,87,26,21.75,0,0,Bangladesh
Ariful Haque & Mahmudullah,5,2,84,38*,28,0,0,Bangladesh
Liton Das & Shakib Al Hasan,6,0,81,38,13.5,0,0,Bangladesh
Liton Das & Mahmudullah,4,0,79,38,19.75,0,0,Bangladesh
Mahmudullah & Soumya Sarkar,4,0,75,35,18.75,0,0,Bangladesh
Mohammad Mithun & Sabbir Rahman,3,0,74,26,24.66,0,0,Bangladesh
Mashrafe Mortaza & Shakib Al Hasan,4,1,72,29*,24,0,0,Bangladesh
Anamul Haque & Mushfiqur Rahim,2,0,70,46,35,0,0,Bangladesh
Mashrafe Mortaza & Mushfiqur Rahim,5,1,70,48,17.5,0,0,Bangladesh
Imrul Kayes & Tamim Iqbal,5,0,65,34,13,0,0,Bangladesh
Aftab Ahmed & Junaid Siddique,1,0,63,63,63,0,1,Bangladesh
Mosaddek Hossain & Shakib Al Hasan,4,0,63,28,15.75,0,0,Bangladesh
Mehidy Hasan Miraz & Mohammad Saifuddin,3,0,62,32,20.66,0,0,Bangladesh
Anamul Haque & Nasir Hossain,4,0,61,25,15.25,0,0,Bangladesh
Shamsur Rahman & Tamim Iqbal,4,0,61,52,15.25,0,1,Bangladesh
Anamul Haque & Sabbir Rahman,3,0,58,39,19.33,0,0,Bangladesh
Mahmudullah & Sohag Gazi,1,0,57,57,57,0,1,Bangladesh
Mohammad Ashraful & Nazimuddin,3,0,57,26,19,0,0,Bangladesh
Mohammad Mithun & Soumya Sarkar,4,0,57,46,14.25,0,0,Bangladesh
Shakib Al Hasan & Soumya Sarkar,6,0,56,21,9.33,0,0,Bangladesh
Mahmudullah & Mohammad Saifuddin,3,0,54,42,18,0,0,Bangladesh
Nasir Hossain & Tamim Iqbal,3,0,54,25,18,0,0,Bangladesh
Aftab Ahmed & Shahriar Nafees,1,0,53,53,53,0,1,Bangladesh
Muktar Ali & Nurul Hasan,1,1,49,49*,-,0,0,Bangladesh
Soumya Sarkar & Zakir Hasan,1,0,49,49,49,0,0,Bangladesh
Abdur Razzak & Mashrafe Mortaza,5,1,48,20*,12,0,0,Bangladesh
Mohammad Mithun & Shakib Al Hasan,2,0,44,37,22,0,0,Bangladesh
Mominul Haque & Mushfiqur Rahim,2,0,43,35,21.5,0,0,Bangladesh
Imrul Kayes & Sabbir Rahman,3,0,42,35,14,0,0,Bangladesh
Mehidy Hasan Miraz & Mushfiqur Rahim,2,1,42,24,42,0,0,Bangladesh
Abu Hider & Mehidy Hasan Miraz,2,0,40,33,20,0,0,Bangladesh
Nurul Hasan & Shakib Al Hasan,2,1,40,29*,40,0,0,Bangladesh
Mahmudullah & Ziaur Rahman,4,0,39,34,9.75,0,0,Bangladesh
Mohammad Ashraful & Nasir Hossain,1,0,37,37,37,0,0,Bangladesh
Imrul Kayes & Mahmudullah,1,0,36,36,36,0,0,Bangladesh
Junaid Siddique & Mohammad Ashraful,2,0,36,31,18,0,0,Bangladesh
Mominul Haque & Nasir Hossain,1,0,36,36,36,0,0,Bangladesh
Tamim Iqbal & Ziaur Rahman,1,0,36,36,36,0,0,Bangladesh
Alok Kapali & Mashrafe Mortaza,2,1,35,24,35,0,0,Bangladesh
Liton Das & Sabbir Rahman,1,0,35,35,35,0,0,Bangladesh
Mushfiqur Rahim & Raqibul Hasan,2,0,34,24,17,0,0,Bangladesh
Naeem Islam & Shakib Al Hasan,2,0,32,31,16,0,0,Bangladesh
Alok Kapali & Mohammad Ashraful,2,0,31,28,15.5,0,0,Bangladesh
Ariful Haque & Shakib Al Hasan,1,0,30,30,30,0,0,Bangladesh
Imrul Kayes & Mohammad Ashraful,2,0,30,26,15,0,0,Bangladesh
Alok Kapali & Nazimuddin,1,0,29,29,29,0,0,Bangladesh
Mahmudullah & Raqibul Hasan,4,0,29,18,7.25,0,0,Bangladesh
Mohammad Saifuddin & Rubel Hossain,2,1,29,25*,29,0,0,Bangladesh
Nadif Chowdhury & Shakib Al Hasan,2,0,29,20,14.5,0,0,Bangladesh
Mashrafe Mortaza & Naeem Islam,2,0,28,23,14,0,0,Bangladesh
Mashrafe Mortaza & Mohammad Rafique,1,0,27,27,27,0,0,Bangladesh
Abu Hider & Nazmul Islam,1,1,26,26*,-,0,0,Bangladesh
Farhad Reza & Mashrafe Mortaza,1,0,26,26,26,0,0,Bangladesh
Junaid Siddique & Nadif Chowdhury,1,0,26,26,26,0,0,Bangladesh
Mahmudullah & Mehrab Hossain jnr,1,0,26,26,26,0,0,Bangladesh
Abdur Razzak & Mominul Haque,1,1,25,25*,-,0,0,Bangladesh
Mehidy Hasan Miraz & Sabbir Rahman,2,0,25,14,12.5,0,0,Bangladesh
Anamul Haque & Farhad Reza,1,0,24,24,24,0,0,Bangladesh
Mahmudullah & Nazimuddin,2,0,24,22,12,0,0,Bangladesh
Mashrafe Mortaza & Sohag Gazi,1,0,24,24,24,0,0,Bangladesh
Mashrafe Mortaza & Nasir Hossain,1,1,23,23*,-,0,0,Bangladesh
Mohammad Mithun & Tamim Iqbal,3,0,23,11,7.66,0,0,Bangladesh
Mohammad Saifuddin & Sabbir Rahman,1,0,23,23,23,0,0,Bangladesh
Mosaddek Hossain & Sabbir Rahman,1,0,23,23,23,0,0,Bangladesh
Mashrafe Mortaza & Rony Talukdar,1,0,22,22,22,0,0,Bangladesh
Farhad Reza & Sabbir Rahman,1,0,21,21,21,0,0,Bangladesh
Junaid Siddique & Shakib Al Hasan,2,0,21,19,10.5,0,0,Bangladesh
Liton Das & Rony Talukdar,1,0,21,21,21,0,0,Bangladesh
Mashrafe Mortaza & Sabbir Rahman,2,0,21,21,10.5,0,0,Bangladesh
Mushfiqur Rahim & Taskin Ahmed,1,1,21,21*,-,0,0,Bangladesh
Abdur Razzak & Nasir Hossain,3,0,20,17,6.66,0,0,Bangladesh
Mahmudullah & Mehidy Hasan Miraz,3,0,20,11,6.66,0,0,Bangladesh
Abdur Razzak & Sohag Gazi,2,1,19,16*,19,0,0,Bangladesh
Alok Kapali & Shakib Al Hasan,1,0,19,19,19,0,0,Bangladesh
Arafat Sunny & Sabbir Rahman,1,0,19,19,19,0,0,Bangladesh
Jahurul Islam & Shafiul Islam,1,0,19,19,19,0,0,Bangladesh
Mahedi Hasan & Mustafizur Rahman,1,0,19,19,19,0,0,Bangladesh
Mahmudullah & Taskin Ahmed,1,0,19,19,19,0,0,Bangladesh
Mominul Haque & Sohag Gazi,1,0,19,19,19,0,0,Bangladesh
Abu Hider & Arafat Sunny,1,0,18,18,18,0,0,Bangladesh
Alok Kapali & Farhad Reza,1,0,18,18,18,0,0,Bangladesh
Jahurul Islam & Mohammad Ashraful,1,0,18,18,18,0,0,Bangladesh
Mehidy Hasan Miraz & Mustafizur Rahman,1,1,18,18*,-,0,0,Bangladesh
Farhad Reza & Nasir Hossain,2,0,17,12,8.5,0,0,Bangladesh
Mohammad Ashraful & Naeem Islam,1,0,17,17,17,0,0,Bangladesh
Nasir Hossain & Rubel Hossain,2,1,17,16*,17,0,0,Bangladesh
Abdur Razzak & Mushfiqur Rahim,5,2,16,7*,5.33,0,0,Bangladesh
Arafat Sunny & Tamim Iqbal,1,1,16,16*,-,0,0,Bangladesh
Mashrafe Mortaza & Mosaddek Hossain,1,1,16,16*,-,0,0,Bangladesh
Mashrafe Mortaza & Raqibul Hasan,1,0,16,16,16,0,0,Bangladesh
Mushfiqur Rahim & Sohag Gazi,1,0,16,16,16,0,0,Bangladesh
Sabbir Rahman & Shuvagata Hom,1,0,16,16,16,0,0,Bangladesh
Sabbir Rahman & Taskin Ahmed,1,0,16,16,16,0,0,Bangladesh
Shakib Al Hasan & Shuvagata Hom,1,0,16,16,16,0,0,Bangladesh
Imrul Kayes & Shakib Al Hasan,2,0,15,11,7.5,0,0,Bangladesh
Liton Das & Mashrafe Mortaza,1,0,15,15,15,0,0,Bangladesh
Mahmudullah & Naeem Islam,1,0,15,15,15,0,0,Bangladesh
Nazmul Hossain & Rubel Hossain,1,1,15,15*,-,0,0,Bangladesh
Abul Hasan & Mashrafe Mortaza,1,0,14,14,14,0,0,Bangladesh
Sohag Gazi & Ziaur Rahman,1,0,14,14,14,0,0,Bangladesh
Abdur Razzak & Mahmudullah,1,0,13,13,13,0,0,Bangladesh
Alok Kapali & Mahmudullah,1,0,13,13,13,0,0,Bangladesh
Mushfiqur Rahim & Ziaur Rahman,2,0,13,13,6.5,0,0,Bangladesh
Abdur Razzak & Syed Rasel,2,0,12,10,6,0,0,Bangladesh
Aftab Ahmed & Farhad Reza,1,0,12,12,12,0,0,Bangladesh
Arafat Sunny & Rony Talukdar,1,0,12,12,12,0,0,Bangladesh
Farhad Reza & Mushfiqur Rahim,2,0,12,12,6,0,0,Bangladesh
Mahmudullah & Rubel Hossain,1,1,12,12*,-,0,0,Bangladesh
Mashrafe Mortaza & Shahadat Hossain,1,0,12,12,12,0,0,Bangladesh
Mehidy Hasan Miraz & Shakib Al Hasan,1,0,12,12,12,0,0,Bangladesh
Shakib Al Hasan & Ziaur Rahman,1,0,12,12,12,0,0,Bangladesh
Abu Hider & Mustafizur Rahman,2,0,11,11,5.5,0,0,Bangladesh
Jahurul Islam & Mushfiqur Rahim,1,0,11,11,11,0,0,Bangladesh
Mahmudullah & Mohammad Ashraful,3,0,11,6,3.66,0,0,Bangladesh
Mahmudullah & Nazmul Hossain,1,0,11,11,11,0,0,Bangladesh
Mashrafe Mortaza & Shuvagata Hom,1,0,11,11,11,0,0,Bangladesh
Mashrafe Mortaza & Tamim Iqbal,1,0,10,10,10,0,0,Bangladesh
Abul Hasan & Mahmudullah,1,0,9,9,9,0,0,Bangladesh
Abu Hider & Mushfiqur Rahim,1,1,9,9*,-,0,0,Bangladesh
Farhad Reza & Shakib Al Hasan,1,0,9,9,9,0,0,Bangladesh
Liton Das & Mehidy Hasan Miraz,1,0,9,9,9,0,0,Bangladesh
Mohammad Ashraful & Shamsur Rahman,1,0,9,9,9,0,0,Bangladesh
Mohammad Mithun & Mushfiqur Rahim,1,0,9,9,9,0,0,Bangladesh
Nurul Hasan & Rubel Hossain,3,2,9,6*,9,0,0,Bangladesh
Raqibul Hasan & Tamim Iqbal,1,0,9,9,9,0,0,Bangladesh
Anamul Haque & Arafat Sunny,1,0,8,8,8,0,0,Bangladesh
Anamul Haque & Mahmudullah,1,0,8,8,8,0,0,Bangladesh
Anamul Haque & Sohag Gazi,1,0,8,8,8,0,0,Bangladesh
Mashrafe Mortaza & Ziaur Rahman,1,0,8,8,8,0,0,Bangladesh
Raqibul Hasan & Shafiul Islam,1,0,8,8,8,0,0,Bangladesh
Ariful Haque & Mushfiqur Rahim,1,1,7,7*,-,0,0,Bangladesh
Liton Das & Sohag Gazi,1,0,7,7,7,0,0,Bangladesh
Mahmudullah & Nadif Chowdhury,1,0,7,7,7,0,0,Bangladesh
Mehidy Hasan Miraz & Nazmul Islam,1,0,7,7,7,0,0,Bangladesh
Mehrab Hossain jnr & Naeem Islam,1,0,7,7,7,0,0,Bangladesh
Mohammad Saifuddin & Shakib Al Hasan,1,0,7,7,7,0,0,Bangladesh
Mohammad Saifuddin & Taskin Ahmed,2,0,7,7,3.5,0,0,Bangladesh
Mominul Haque & Ziaur Rahman,1,0,7,7,7,0,0,Bangladesh
Mustafizur Rahman & Rubel Hossain,2,1,7,6*,7,0,0,Bangladesh
Abdur Razzak & Abul Hasan,1,0,6,6,6,0,0,Bangladesh
Abul Hasan & Elias Sunny,1,0,6,6,6,0,0,Bangladesh
Abu Jayed & Nazmul Islam,2,0,6,3,3,0,0,Bangladesh
Aftab Ahmed & Alok Kapali,2,1,6,6*,6,0,0,Bangladesh
Al-Amin Hossain & Mashrafe Mortaza,1,1,6,6*,-,0,0,Bangladesh
Al-Amin Hossain & Nasir Hossain,1,0,6,6,6,0,0,Bangladesh
Jahurul Islam & Mashrafe Mortaza,1,0,6,6,6,0,0,Bangladesh
Mehrab Hossain jnr & Shahadat Hossain,1,1,6,6*,-,0,0,Bangladesh
Mustafizur Rahman & Shuvagata Hom,2,0,6,6,3,0,0,Bangladesh
Nasir Hossain & Sabbir Rahman,1,0,6,6,6,0,0,Bangladesh
Nazmul Hossain & Raqibul Hasan,1,0,6,6,6,0,0,Bangladesh
Nazmul Islam & Rubel Hossain,2,0,6,5,3,0,0,Bangladesh
Abu Hider & Mashrafe Mortaza,1,0,5,5,5,0,0,Bangladesh
Abu Hider & Soumya Sarkar,1,0,5,5,5,0,0,Bangladesh
Abu Hider & Taskin Ahmed,1,0,5,5,5,0,0,Bangladesh
Al-Amin Hossain & Shuvagata Hom,1,0,5,5,5,0,0,Bangladesh
Elias Sunny & Ziaur Rahman,1,0,5,5,5,0,0,Bangladesh
Mahmudullah & Muktar Ali,1,0,5,5,5,0,0,Bangladesh
Raqibul Hasan & Shahadat Hossain,1,0,5,5,5,0,0,Bangladesh
Abdur Razzak & Ziaur Rahman,1,1,4,4*,-,0,0,Bangladesh
Anamul Haque & Mustafizur Rahman,1,0,4,4,4,0,0,Bangladesh
Farhad Reza & Nazimuddin,1,0,4,4,4,0,0,Bangladesh
Mahmudullah & Shuvagata Hom,2,0,4,4,2,0,0,Bangladesh
Mushfiqur Rahim & Shamsur Rahman,1,0,4,4,4,0,0,Bangladesh
Mustafizur Rahman & Taskin Ahmed,1,1,4,4*,-,0,0,Bangladesh
Nazmus Sadat & Shahriar Nafees,1,0,4,4,4,0,0,Bangladesh
Shamsur Rahman & Ziaur Rahman,1,0,4,4,4,0,0,Bangladesh
Abdur Razzak & Elias Sunny,1,1,3,3*,-,0,0,Bangladesh
Arafat Sunny & Mustafizur Rahman,2,0,3,2,1.5,0,0,Bangladesh
Imrul Kayes & Naeem Islam,1,0,3,3,3,0,0,Bangladesh
Jahurul Islam & Nasir Hossain,1,0,3,3,3,0,0,Bangladesh
Junaid Siddique & Mahmudullah,1,0,3,3,3,0,0,Bangladesh
Mahedi Hasan & Mohammad Saifuddin,1,0,3,3,3,0,0,Bangladesh
Mashrafe Mortaza & Nurul Hasan,1,0,3,3,3,0,0,Bangladesh
Mohammad Saifuddin & Shafiul Islam,1,0,3,3,3,0,0,Bangladesh
Mushfiqur Rahim & Syed Rasel,1,0,3,3,3,0,0,Bangladesh
Nazimuddin & Shakib Al Hasan,1,0,3,3,3,0,0,Bangladesh
Abdur Razzak & Mehrab Hossain jnr,1,0,2,2,2,0,0,Bangladesh
Anamul Haque & Mohammad Mithun,1,0,2,2,2,0,0,Bangladesh
Anamul Haque & Mominul Haque,1,0,2,2,2,0,0,Bangladesh
Dhiman Ghosh & Nazimuddin,1,0,2,2,2,0,0,Bangladesh
Elias Sunny & Shafiul Islam,1,0,2,2,2,0,0,Bangladesh
Mahmudullah & Mominul Haque,1,0,2,2,2,0,0,Bangladesh
Alok Kapali & Imrul Kayes,1,0,1,1,1,0,0,Bangladesh
Al-Amin Hossain & Mustafizur Rahman,1,1,1,1*,-,0,0,Bangladesh
Al-Amin Hossain & Sohag Gazi,1,0,1,1,1,0,0,Bangladesh
Anamul Haque & Imrul Kayes,1,0,1,1,1,0,0,Bangladesh
Anamul Haque & Mashrafe Mortaza,1,0,1,1,1,0,0,Bangladesh
Arafat Sunny & Liton Das,1,0,1,1,1,0,0,Bangladesh
Mahmudullah & Nazmul Islam,1,0,1,1,1,0,0,Bangladesh
Mehidy Hasan Miraz & Rubel Hossain,1,0,1,1,1,0,0,Bangladesh
Mushfiqur Rahim & Shahadat Hossain,1,1,1,1*,-,0,0,Bangladesh
Naeem Islam & Sohrawordi Shuvo,1,1,1,1*,-,0,0,Bangladesh
Nasir Hossain & Shafiul Islam,2,0,1,1,0.5,0,0,Bangladesh
Rubel Hossain & Taskin Ahmed,1,0,1,1,1,0,0,Bangladesh
Abdur Razzak & Shahadat Hossain,1,0,0,0,0,0,0,Bangladesh
Abu Jayed & Mustafizur Rahman,1,0,0,0,0,0,0,Bangladesh
Afif Hossain & Mushfiqur Rahim,1,0,0,0,0,0,0,Bangladesh
Aftab Ahmed & Mashrafe Mortaza,1,0,0,0,0,0,0,Bangladesh
Anamul Haque & Shamsur Rahman,1,0,0,0,0,0,0,Bangladesh
Ariful Haque & Mehidy Hasan Miraz,1,0,0,0,0,0,0,Bangladesh
Mahmudullah & Mustafizur Rahman,1,0,0,0,0,0,0,Bangladesh
Mominul Haque & Shakib Al Hasan,1,0,0,0,0,0,0,Bangladesh
Mosaddek Hossain & Soumya Sarkar,1,0,0,0,0,0,0,Bangladesh
Naeem Islam & Tamim Iqbal,1,0,0,0,0,0,0,Bangladesh
Nasir Hossain & Rony Talukdar,1,0,0,0,0,0,0,Bangladesh
Nasir Hossain & Sohag Gazi,1,0,0,0,0,0,0,Bangladesh
Rubel Hossain & Sabbir Rahman,1,0,0,0,0,0,0,Bangladesh
Rohan Mustafa & Shaiman Anwar,9,0,368,86,40.88,0,3,U.A.E.
Rameez Shahzad & Shaiman Anwar,7,1,343,109*,57.16,1,3,U.A.E.
Amjad Javed & Muhammad Usman,6,0,182,48,30.33,0,0,U.A.E.
Mohammad Shahzad & Shaiman Anwar,9,0,166,47,18.44,0,0,U.A.E.
Muhammad Usman & Shaiman Anwar,10,0,149,34,14.9,0,0,U.A.E.
Mohammad Shahzad & Muhammad Usman,5,1,135,79,33.75,0,1,U.A.E.
Muhammad Kaleem & Rohan Mustafa,7,0,130,83,18.57,0,1,U.A.E.
Khurram Khan & SP Patil,3,0,125,67,41.66,0,2,U.A.E.
Mohammad Shahzad & Muhammad Kaleem,5,0,109,86,21.8,0,1,U.A.E.
Amjad Javed & Mohammad Naveed,4,2,105,59*,52.5,0,1,U.A.E.
Muhammad Usman & Rameez Shahzad,2,0,104,100,52,1,0,U.A.E.
SP Patil & Shaiman Anwar,4,0,103,44,25.75,0,0,U.A.E.
Faizan Asif & Mohammad Shahzad,2,0,94,63,47,0,1,U.A.E.
Mohammad Shahzad & Rohan Mustafa,8,0,91,23,11.37,0,0,U.A.E.
Amjad Javed & SP Patil,2,0,78,40,39,0,0,U.A.E.
Ghulam Shabber & Shaiman Anwar,4,0,73,43,18.25,0,0,U.A.E.
Amjad Ali & Faizan Asif,3,0,68,35,22.66,0,0,U.A.E.
Amjad Javed & Rohan Mustafa,4,0,67,34,16.75,0,0,U.A.E.
Mohammed Qasim & Shaiman Anwar,1,0,62,62,62,0,1,U.A.E.
Ahmed Raza & Muhammad Usman,2,0,46,30,23,0,0,U.A.E.
Khurram Khan & Shaiman Anwar,2,0,43,42,21.5,0,0,U.A.E.
Mohammad Shahzad & SP Patil,2,0,37,19,18.5,0,0,U.A.E.
Amjad Javed & Saqlain Haider,1,0,36,36,36,0,0,U.A.E.
Amjad Javed & Shaiman Anwar,5,1,36,16,9,0,0,U.A.E.
Ghulam Shabber & Mohammad Naveed,2,0,36,35,18,0,0,U.A.E.
Amjad Gul & Rohan Mustafa,1,0,34,34,34,0,0,U.A.E.
Abdul Shakoor & Shaiman Anwar,1,0,33,33,33,0,0,U.A.E.
Mohammad Naveed & Shaiman Anwar,3,0,33,14,11,0,0,U.A.E.
Mohammad Naveed & Rohan Mustafa,3,0,29,24,9.66,0,0,U.A.E.
Shaiman Anwar & Usman Mushtaq,1,0,29,29,29,0,0,U.A.E.
Kamran Shazad & EHSN Silva,1,0,27,27,27,0,0,U.A.E.
Mohammad Naveed & Muhammad Usman,3,1,26,15*,13,0,0,U.A.E.
Mohammed Qasim & Rohan Mustafa,1,0,26,26,26,0,0,U.A.E.
Ahmed Raza & Mohammad Naveed,3,1,21,11,10.5,0,0,U.A.E.
Fahad Tariq & Mohammad Naveed,1,0,21,21,21,0,0,U.A.E.
Ahmed Raza & Amjad Javed,2,0,20,20,10,0,0,U.A.E.
Amjad Ali & Mohammad Shahzad,2,1,19,16,19,0,0,U.A.E.
Ghulam Shabber & Mohammed Qasim,1,1,19,19*,-,0,0,U.A.E.
