Player_Pairs,Number_of_Partnerships,Unbroken,Total_Runs,Highest_Runs,Avg_Runs_Per_Dismissal,Century_Partnerships,50Runs_Partnerships,Country
MJ Clarke & BJ Hodge,2,1,22,18*,22,0,0,Australia
NM Coulter-Nile & JP Faulkner,2,1,22,21*,22,0,0,Australia
AC Agar & MR Marsh,1,0,21,21,21,0,0,Australia
AJ Finch & MP Stoinis,2,0,21,21,10.5,0,0,Australia
MC Henriques & TD Paine,2,1,21,18,21,0,0,Australia
GJ Bailey & AJ Finch,2,0,20,20,10,0,0,Australia
BJ Hodge & B Lee,2,0,20,17,10,0,0,Australia
MS Wade & CL White,1,0,20,20,20,0,0,Australia
BR Dunk & SR Watson,2,0,19,13,9.5,0,0,Australia
JW Hastings & MG Johnson,1,1,19,19*,-,0,0,Australia
SM Katich & DR Martyn,1,0,19,19,19,0,0,Australia
MR Marsh & DJM Short,1,0,19,19,19,0,0,Australia
MR Marsh & CL White,1,0,19,19,19,0,0,Australia
NJ Reardon & SR Watson,1,0,19,19,19,0,0,Australia
NW Bracken & B Lee,1,1,18,18*,-,0,0,Australia
AT Carey & AJ Tye,1,1,18,18*,-,0,0,Australia
BCJ Cutting & JP Faulkner,1,0,18,18,18,0,0,Australia
JP Faulkner & BJ Rohrer,1,0,18,18,18,0,0,Australia
BJ Haddin & MEK Hussey,2,0,18,10,9,0,0,Australia
BJ Haddin & CL White,4,0,18,12,4.5,0,0,Australia
MG Johnson & B Lee,2,1,18,16,18,0,0,Australia
NJ Maddinson & DJM Short,1,0,18,18,18,0,0,Australia
DP Nannes & SW Tait,3,0,18,12,6,0,0,Australia
AJ Tye & A Zampa,4,3,18,9,18,0,0,Australia
AC Agar & AJ Tye,1,0,16,16,16,0,0,Australia
AC Gilchrist & SM Katich,1,0,16,16,16,0,0,Australia
MEK Hussey & B Lee,1,1,16,16*,-,0,0,Australia
MG Johnson & CL White,1,0,16,16,16,0,0,Australia
AC Agar & MP Stoinis,1,1,15,15*,-,0,0,Australia
JW Hastings & MS Wade,1,0,15,15,15,0,0,Australia
MC Henriques & AJ Turner,2,0,15,13,7.5,0,0,Australia
BJ Hodge & MG Johnson,1,0,15,15,15,0,0,Australia
PM Nevill & SR Watson,1,1,15,15*,-,0,0,Australia
GJ Bailey & BJ Rohrer,1,0,14,14,14,0,0,Australia
NM Coulter-Nile & MG Johnson,1,0,14,14,14,0,0,Australia
JP Faulkner & KW Richardson,1,0,14,14,14,0,0,Australia
CJ Ferguson & DJ Hussey,2,0,14,14,7,0,0,Australia
JR Hopes & L Ronchi,1,0,14,14,14,0,0,Australia
PJ Hughes & DA Warner,1,0,14,14,14,0,0,Australia
MEK Hussey & SNJ O'Keefe,1,0,14,14,14,0,0,Australia
UT Khawaja & MS Wade,1,0,14,14,14,0,0,Australia
CA Lynn & MS Wade,1,0,14,14,14,0,0,Australia
SE Marsh & MS Wade,1,0,14,14,14,0,0,Australia
DT Christian & CA Lynn,1,1,13,13*,-,0,0,Australia
MJ Clarke & AC Voges,1,1,13,13*,-,0,0,Australia
JW Hastings & CL White,1,0,13,13,13,0,0,Australia
DJ Hussey & DP Nannes,1,0,13,13,13,0,0,Australia
SE Marsh & GJ Maxwell,1,1,13,13*,-,0,0,Australia
NW Bracken & JR Hopes,1,0,12,12,12,0,0,Australia
AT Carey & BR McDermott,1,0,12,12,12,0,0,Australia
NM Coulter-Nile & A Zampa,1,0,12,12,12,0,0,Australia
JP Faulkner & MC Henriques,2,0,12,10,6,0,0,Australia
CJ Ferguson & MJ North,1,0,12,12,12,0,0,Australia
AJ Finch & MR Marsh,1,0,12,12,12,0,0,Australia
JR Hopes & PM Siddle,1,1,12,12*,-,0,0,Australia
CA Lynn & MP Stoinis,1,0,12,12,12,0,0,Australia
NW Bracken & MJ North,1,0,11,11,11,0,0,Australia
MJ Clarke & JR Hopes,1,0,11,11,11,0,0,Australia
NM Coulter-Nile & B Stanlake,1,0,11,11,11,0,0,Australia
JP Faulkner & MR Marsh,1,1,11,11*,-,0,0,Australia
AC Gilchrist & A Symonds,1,0,11,11,11,0,0,Australia
TM Head & DJM Short,2,0,11,9,5.5,0,0,Australia
AC Agar & TM Head,1,0,10,10,10,0,0,Australia
PJ Cummins & CL White,2,0,10,10,5,0,0,Australia
XJ Doherty & MA Starc,1,0,10,10,10,0,0,Australia
JW Hastings & MR Marsh,1,0,10,10,10,0,0,Australia
TM Head & PM Nevill,1,1,10,10*,-,0,0,Australia
GB Hogg & MA Starc,1,0,10,10,10,0,0,Australia
MJ Swepson & AJ Tye,1,0,10,10,10,0,0,Australia
SA Abbott & CL White,1,0,9,9,9,0,0,Australia
DT Christian & PJ Cummins,1,0,9,9,9,0,0,Australia
JP Faulkner & TD Paine,1,0,9,9,9,0,0,Australia
AJ Finch & BJ Hodge,1,0,9,9,9,0,0,Australia
AJ Finch & MG Johnson,1,1,9,9*,-,0,0,Australia
NM Hauritz & MJ North,1,0,9,9,9,0,0,Australia
NM Lyon & A Zampa,1,0,9,9,9,0,0,Australia
B Stanlake & MJ Swepson,1,0,9,9,9,0,0,Australia
DT Christian & MS Wade,1,0,8,8,8,0,0,Australia
NM Coulter-Nile & PM Nevill,1,0,8,8,8,0,0,Australia
NM Coulter-Nile & AJ Tye,3,0,8,6,2.66,0,0,Australia
PJ Cummins & JP Faulkner,2,2,8,6*,-,0,0,Australia
DJ Hussey & CJ McKay,1,0,8,8,8,0,0,Australia
DJ Hussey & SW Tait,1,0,8,8,8,0,0,Australia
NJ Maddinson & SR Watson,1,0,8,8,8,0,0,Australia
SE Marsh & RT Ponting,1,0,8,8,8,0,0,Australia
NW Bracken & BJ Haddin,1,0,7,7,7,0,0,Australia
DT Christian & MEK Hussey,1,0,7,7,7,0,0,Australia
PJ Cummins & XJ Doherty,1,0,7,7,7,0,0,Australia
PJ Cummins & MC Henriques,1,0,7,7,7,0,0,Australia
AJ Finch & SNJ O'Keefe,1,0,7,7,7,0,0,Australia
BJ Haddin & JM Muirhead,1,1,7,7*,-,0,0,Australia
TM Head & MS Wade,1,0,7,7,7,0,0,Australia
JR Hopes & CL White,1,0,7,7,7,0,0,Australia
MEK Hussey & MA Starc,1,1,7,7*,-,0,0,Australia
MS Kasprowicz & GD McGrath,1,0,7,7,7,0,0,Australia
MR Marsh & PM Nevill,1,0,7,7,7,0,0,Australia
MP Stoinis & MS Wade,1,0,7,7,7,0,0,Australia
AC Agar & GJ Maxwell,1,0,6,6,6,0,0,Australia
AC Agar & DA Warner,1,0,6,6,6,0,0,Australia
CJ Boyce & KW Richardson,1,0,6,6,6,0,0,Australia
NM Coulter-Nile & MC Henriques,1,0,6,6,6,0,0,Australia
Fawad Ahmed & MG Johnson,1,1,6,6*,-,0,0,Australia
BJ Hodge & RT Ponting,1,0,6,6,6,0,0,Australia
MR Marsh & SNJ O'Keefe,1,0,6,6,6,0,0,Australia
JA Richardson & JD Wildermuth,1,1,6,6*,-,0,0,Australia
SPD Smith & MS Wade,1,1,6,6*,-,0,0,Australia
MJ Clarke & TD Paine,1,0,5,5,5,0,0,Australia
NM Coulter-Nile & DJM Short,1,0,5,5,5,0,0,Australia
JP Faulkner & PM Nevill,1,1,5,5*,-,0,0,Australia
JW Hastings & B Lee,1,1,5,5*,-,0,0,Australia
TM Head & NJ Maddinson,1,0,5,5,5,0,0,Australia
TM Head & MP Stoinis,1,0,5,5,5,0,0,Australia
MS Kasprowicz & B Lee,1,0,5,5,5,0,0,Australia
BR McDermott & MP Stoinis,1,1,5,5*,-,0,0,Australia
MR Marsh & A Zampa,1,0,5,5,5,0,0,Australia
AJ Tye & MS Wade,1,0,5,5,5,0,0,Australia
CT Bancroft & SR Watson,1,1,4,4*,-,0,0,Australia
NW Bracken & BW Hilfenhaus,2,0,4,3,2,0,0,Australia
NW Bracken & BJ Hodge,1,0,4,4,4,0,0,Australia
NW Bracken & MG Johnson,1,1,4,4*,-,0,0,Australia
DT Christian & SR Watson,1,1,4,4*,-,0,0,Australia
JP Faulkner & JW Hastings,1,0,4,4,4,0,0,Australia
CJ Ferguson & BJ Haddin,1,0,4,4,4,0,0,Australia
CJ Ferguson & DA Warner,1,0,4,4,4,0,0,Australia
NM Hauritz & MG Johnson,1,0,4,4,4,0,0,Australia
TM Head & CA Lynn,1,0,4,4,4,0,0,Australia
MC Henriques & AJ Tye,1,0,4,4,4,0,0,Australia
MC Henriques & DA Warner,1,0,4,4,4,0,0,Australia
BJ Hodge & JM Muirhead,1,0,4,4,4,0,0,Australia
BJ Hodge & MA Starc,1,0,4,4,4,0,0,Australia
MG Johnson & DP Nannes,2,0,4,3,2,0,0,Australia
SPD Smith & MP Stoinis,1,0,4,4,4,0,0,Australia
GJ Bailey & AC Voges,1,0,3,3,3,0,0,Australia
DE Bollinger & JM Muirhead,1,0,3,3,3,0,0,Australia
DT Christian & DJ Hussey,1,0,3,3,3,0,0,Australia
AJ Finch & MS Wade,1,0,3,3,3,0,0,Australia
MC Henriques & JR Hopes,1,0,3,3,3,0,0,Australia
MG Johnson & TD Paine,1,0,3,3,3,0,0,Australia
B Lee & DR Martyn,1,0,3,3,3,0,0,Australia
AC Agar & JP Faulkner,1,0,2,2,2,0,0,Australia
GJ Bailey & SR Watson,1,0,2,2,2,0,0,Australia
DE Bollinger & GB Hogg,1,0,2,2,2,0,0,Australia
CJ Boyce & SW Tait,1,0,2,2,2,0,0,Australia
CJ Boyce & CL White,1,1,2,2*,-,0,0,Australia
DT Christian & NM Coulter-Nile,1,0,2,2,2,0,0,Australia
DT Christian & TM Head,1,0,2,2,2,0,0,Australia
NM Coulter-Nile & BCJ Cutting,1,0,2,2,2,0,0,Australia
XJ Doherty & JL Pattinson,1,1,2,2*,-,0,0,Australia
JP Faulkner & BJ Haddin,1,0,2,2,2,0,0,Australia
BJ Haddin & B Lee,1,0,2,2,2,0,0,Australia
RJ Harris & MEK Hussey,1,1,2,2*,-,0,0,Australia
MEK Hussey & TD Paine,1,0,2,2,2,0,0,Australia
MG Johnson & DA Warner,1,0,2,2,2,0,0,Australia
B Lee & A Symonds,1,1,2,2*,-,0,0,Australia
B Lee & MS Wade,1,0,2,2,2,0,0,Australia
PM Nevill & A Zampa,1,1,2,2*,-,0,0,Australia
SNJ O'Keefe & CL White,1,0,2,2,2,0,0,Australia
MA Starc & MP Stoinis,1,1,2,2*,-,0,0,Australia
GJ Bailey & MR Marsh,1,1,1,1*,-,0,0,Australia
TR Birt & DJ Hussey,1,0,1,1,1,0,0,Australia
DT Christian & AJ Tye,1,0,1,1,1,0,0,Australia
MJ Clarke & MG Johnson,1,0,1,1,1,0,0,Australia
NM Coulter-Nile & BJ Haddin,1,0,1,1,1,0,0,Australia
PJ Cummins & MP Stoinis,1,0,1,1,1,0,0,Australia
PJ Cummins & MS Wade,1,1,1,1*,-,0,0,Australia
XJ Doherty & BW Hilfenhaus,1,0,1,1,1,0,0,Australia
XJ Doherty & B Lee,1,0,1,1,1,0,0,Australia
BJ Haddin & SM Harwood,1,1,1,1*,-,0,0,Australia
BJ Haddin & JW Hastings,1,0,1,1,1,0,0,Australia
BJ Haddin & GB Hogg,1,0,1,1,1,0,0,Australia
BW Hilfenhaus & SW Tait,1,1,1,1*,-,0,0,Australia
MR Marsh & DA Warner,1,0,1,1,1,0,0,Australia
AA Noffke & A Symonds,1,0,1,1,1,0,0,Australia
AJ Tye & JD Wildermuth,1,0,1,1,1,0,0,Australia
AC Agar & CA Lynn,1,0,0,0,0,0,0,Australia
GJ Bailey & DT Christian,2,0,0,0,0,0,0,Australia
PJ Cummins & MEK Hussey,1,0,0,0,0,0,0,Australia
PJ Cummins & MA Starc,1,0,0,0,0,0,0,Australia
BCJ Cutting & BJ Rohrer,1,0,0,0,0,0,0,Australia
JP Faulkner & MG Johnson,1,0,0,0,0,0,0,Australia
JP Faulkner & AJ Turner,1,0,0,0,0,0,0,Australia
BJ Haddin & A Symonds,1,0,0,0,0,0,0,Australia
TM Head & JD Wildermuth,1,0,0,0,0,0,0,Australia
MC Henriques & JA Richardson,1,0,0,0,0,0,0,Australia
DJ Hussey & B Lee,1,0,0,0,0,0,0,Australia
MEK Hussey & L Ronchi,1,0,0,0,0,0,0,Australia
B Lee & CJ McKay,1,0,0,0,0,0,0,Australia
B Lee & MJ North,1,0,0,0,0,0,0,Australia
CA Lynn & DA Warner,1,0,0,0,0,0,0,Australia
CJ McKay & JL Pattinson,1,0,0,0,0,0,0,Australia
DP Nannes & SPD Smith,1,0,0,0,0,0,0,Australia
KW Richardson & AJ Tye,1,0,0,0,0,0,0,Australia
JP Duminy & DA Miller,20,8,697,70*,58.08,0,6,South Africa
LE Bosman & GC Smith,12,1,650,170,59.09,2,2,South Africa
JH Kallis & GC Smith,13,0,609,97,46.84,0,5,South Africa
AB de Villiers & JP Duminy,25,2,595,76,25.86,0,2,South Africa
HM Amla & Q de Kock,19,0,585,96,30.78,0,4,South Africa
HM Amla & AB de Villiers,16,1,531,125,35.4,1,2,South Africa
Q de Kock & F du Plessis,15,3,531,83*,44.25,0,4,South Africa
HM Amla & F du Plessis,13,1,475,87,39.58,0,3,South Africa
JP Duminy & F du Plessis,14,0,455,112,32.5,1,1,South Africa
F Behardien & DA Miller,12,3,306,67*,34,0,3,South Africa
F du Plessis & DA Miller,8,0,286,105,35.75,1,1,South Africa
F Behardien & JP Duminy,7,2,270,105*,54,1,0,South Africa
AB de Villiers & JA Morkel,11,1,263,72,26.3,0,2,South Africa
HH Gibbs & GC Smith,12,0,257,111,21.41,1,1,South Africa
Q de Kock & AB de Villiers,9,0,256,95,28.44,0,2,South Africa
JP Duminy & JA Morkel,10,1,242,43,26.88,0,0,South Africa
HM Amla & JP Duminy,9,1,214,55,26.75,0,2,South Africa
AB de Villiers & F du Plessis,8,0,200,39,25,0,0,South Africa
JP Duminy & H Klaasen,4,0,186,93,46.5,0,1,South Africa
HM Amla & RE Levi,9,1,184,94*,23,0,1,South Africa
MV Boucher & JA Morkel,6,1,176,69,35.2,0,2,South Africa
JP Duminy & JH Kallis,6,2,174,90*,43.5,0,2,South Africa
F du Plessis & RR Rossouw,5,1,173,58*,43.25,0,1,South Africa
JP Duminy & CA Ingram,4,0,169,66,42.25,0,2,South Africa
F Behardien & AB de Villiers,5,1,164,110*,41,1,0,South Africa
AB de Villiers & JH Kallis,10,0,161,33,16.1,0,0,South Africa
JP Duminy & GC Smith,7,0,160,65,22.85,0,1,South Africa
HH Gibbs & JM Kemp,3,1,157,120*,78.5,1,0,South Africa
AB de Villiers & GC Smith,9,1,155,46,19.37,0,0,South Africa
HH Gibbs & JH Kallis,6,0,153,74,25.5,0,2,South Africa
MV Boucher & JP Duminy,8,2,148,49,24.66,0,0,South Africa
AB de Villiers & HH Gibbs,6,0,147,42,24.5,0,0,South Africa
RR Hendricks & MN van Wyk,2,0,141,111,70.5,1,0,South Africa
MV Boucher & JM Kemp,4,0,138,65,34.5,0,1,South Africa
AB de Villiers & RE Levi,2,1,137,133*,137,1,0,South Africa
Q de Kock & RR Rossouw,2,0,136,129,68,1,0,South Africa
Q de Kock & RR Hendricks,5,0,134,75,26.8,0,1,South Africa
HM Amla & DA Miller,3,0,132,79,44,0,2,South Africa
H Davids & F du Plessis,6,0,130,68,21.66,0,1,South Africa
AB de Villiers & DA Miller,5,0,129,54,25.8,0,1,South Africa
RR Hendricks & JT Smuts,6,0,125,36,20.83,0,0,South Africa
CA Ingram & JH Kallis,1,0,119,119,119,1,0,South Africa
HM Amla & RR Rossouw,2,0,106,59,53,0,1,South Africa
MV Boucher & AB de Villiers,6,1,105,33,21,0,0,South Africa
J Botha & DA Miller,4,0,104,57,26,0,1,South Africa
H Davids & JL Ontong,1,0,89,89,89,0,1,South Africa
DA Miller & HE van der Dussen,1,0,87,87,87,0,1,South Africa
DA Miller & RR Rossouw,3,1,86,48,43,0,0,South Africa
F Behardien & RR Hendricks,1,0,81,81,81,0,1,South Africa
F Behardien & RJ Peterson,3,1,81,60*,40.5,0,1,South Africa
AB de Villiers & RR Hendricks,2,0,78,71,39,0,1,South Africa
AB de Villiers & JT Smuts,2,0,76,39,38,0,0,South Africa
F Behardien & F du Plessis,3,0,75,66,25,0,1,South Africa
JP Duminy & VB van Jaarsveld,3,0,71,53,23.66,0,1,South Africa
J Botha & JA Morkel,5,3,70,22,35,0,0,South Africa
JP Duminy & RJ Peterson,2,0,68,47,34,0,0,South Africa
JP Duminy & RR Hendricks,4,0,67,32,16.75,0,0,South Africa
F Behardien & RR Rossouw,2,1,66,38*,66,0,0,South Africa
DA Miller & D Wiese,5,0,65,27,13,0,0,South Africa
JA Morkel & JJ van der Wath,3,0,64,37,21.33,0,0,South Africa
WD Parnell & J Theron,1,1,64,64*,-,0,1,South Africa
HM Amla & HH Gibbs,2,0,61,35,30.5,0,0,South Africa
AB de Villiers & MN van Wyk,1,0,57,57,57,0,1,South Africa
JA Morkel & SM Pollock,1,1,57,57*,-,0,1,South Africa
HM Amla & MN van Wyk,3,0,56,35,18.66,0,0,South Africa
M Mosehle & AL Phehlukwayo,1,0,54,54,54,0,1,South Africa
F Behardien & C Jonker,1,0,51,51,51,0,1,South Africa
JH Kallis & RE Levi,3,0,51,22,17,0,0,South Africa
Q de Kock & D Wiese,1,0,50,50,50,0,1,South Africa
JP Duminy & JL Ontong,1,0,50,50,50,0,1,South Africa
Q de Kock & JP Duminy,3,0,49,25,16.33,0,0,South Africa
RR Hendricks & DA Miller,3,0,49,29,16.33,0,0,South Africa
JM Kemp & SM Pollock,2,1,48,48*,48,0,0,South Africa
J Botha & JP Duminy,3,1,47,23*,23.5,0,0,South Africa
MN van Wyk & D Wiese,1,0,47,47,47,0,0,South Africa
J Botha & MV Boucher,2,2,44,27*,-,0,0,South Africa
LE Bosman & HH Gibbs,1,0,43,43,43,0,0,South Africa
JA Morkel & GC Smith,1,0,43,43,43,0,0,South Africa
JA Morkel & RE van der Merwe,3,1,43,37,21.5,0,0,South Africa
JA Morkel & VD Philander,2,0,42,39,21,0,0,South Africa
H Davids & Q de Kock,4,0,41,24,10.25,0,0,South Africa
F du Plessis & HE van der Dussen,1,0,41,41,41,0,0,South Africa
CA Ingram & GC Smith,3,0,41,23,13.66,0,0,South Africa
AB de Villiers & JM Kemp,4,1,39,23*,13,0,0,South Africa
DA Miller & CH Morris,1,0,39,39,39,0,0,South Africa
HM Amla & JA Morkel,3,0,38,19,12.66,0,0,South Africa
J Botha & DW Steyn,3,1,37,21*,18.5,0,0,South Africa
HM Amla & JH Kallis,3,1,36,28*,18,0,0,South Africa
AB de Villiers & JL Ontong,4,0,36,14,9,0,0,South Africa
JH Kallis & SM Pollock,1,0,36,36,36,0,0,South Africa
F Behardien & JL Ontong,1,0,35,35,35,0,0,South Africa
M Mosehle & WD Parnell,1,1,34,34*,-,0,0,South Africa
F Behardien & AM Phangiso,1,0,33,33,33,0,0,South Africa
F du Plessis & D Wiese,1,0,33,33,33,0,0,South Africa
F Behardien & CH Morris,2,0,32,30,16,0,0,South Africa
M Mosehle & JT Smuts,1,0,32,32,32,0,0,South Africa
MV Boucher & SM Pollock,4,0,31,18,7.75,0,0,South Africa
MV Boucher & GC Smith,1,0,31,31,31,0,0,South Africa
RK Kleinveldt & RJ Peterson,1,0,31,31,31,0,0,South Africa
J Botha & GC Smith,1,0,30,30,30,0,0,South Africa
JP Duminy & C Jonker,1,0,30,30,30,0,0,South Africa
F du Plessis & JL Ontong,1,0,30,30,30,0,0,South Africa
JP Duminy & ND McKenzie,1,1,29,29*,-,0,0,South Africa
J Botha & WD Parnell,2,0,28,21,14,0,0,South Africa
AB de Villiers & RR Rossouw,1,0,28,28,28,0,0,South Africa
CA Ingram & DA Miller,1,1,28,28*,-,0,0,South Africa
HG Kuhn & M Mosehle,1,0,28,28,28,0,0,South Africa
WD Parnell & RJ Peterson,1,1,28,28*,-,0,0,South Africa
F Behardien & CA Ingram,1,0,27,27,27,0,0,South Africa
JP Duminy & RE van der Merwe,2,0,27,25,13.5,0,0,South Africa
H Klaasen & DA Miller,2,0,27,15,13.5,0,0,South Africa
RR Hendricks & RR Rossouw,2,0,26,13,13,0,0,South Africa
JM Kemp & JA Morkel,2,0,26,23,13,0,0,South Africa
F Behardien & M Mosehle,2,0,25,20,12.5,0,0,South Africa
JP Duminy & MN van Wyk,2,1,25,24*,25,0,0,South Africa
BE Hendricks & WD Parnell,1,1,25,25*,-,0,0,South Africa
RR Hendricks & H Klaasen,1,0,25,25,25,0,0,South Africa
CA Ingram & MN van Wyk,1,0,25,25,25,0,0,South Africa
DA Miller & RJ Peterson,2,1,25,14,25,0,0,South Africa
KJ Abbott & DA Miller,1,1,24,24*,-,0,0,South Africa
TB de Bruyn & DA Miller,1,0,24,24,24,0,0,South Africa
AB de Villiers & HG Kuhn,1,0,24,24,24,0,0,South Africa
HM Amla & M Mosehle,1,0,23,23,23,0,0,South Africa
Q de Kock & HE van der Dussen,1,0,23,23,23,0,0,South Africa
F du Plessis & H Klaasen,1,0,23,23,23,0,0,South Africa
LE Bosman & JA Morkel,1,0,22,22,22,0,0,South Africa
HH Gibbs & RJ Peterson,1,0,22,22,22,0,0,South Africa
JA Morkel & WD Parnell,1,0,22,22,22,0,0,South Africa
LE Bosman & JH Kallis,1,0,21,21,21,0,0,South Africa
JH Kallis & JA Morkel,1,1,21,21*,-,0,0,South Africa
GC Smith & JJ van der Wath,1,0,21,21,21,0,0,South Africa
CJ Dala & AL Phehlukwayo,2,1,20,16,20,0,0,South Africa
H Davids & AB de Villiers,1,0,20,20,20,0,0,South Africa
H Davids & DA Miller,1,0,20,20,20,0,0,South Africa
HG Kuhn & JT Smuts,2,0,20,15,10,0,0,South Africa
CH Morris & D Wiese,2,0,20,15,10,0,0,South Africa
Q de Kock & DA Miller,3,0,19,11,6.33,0,0,South Africa
RJ Peterson & JJ van der Wath,1,0,19,19,19,0,0,South Africa
DA Miller & WD Parnell,1,0,18,18,18,0,0,South Africa
RR Rossouw & MN van Wyk,2,0,18,13,9,0,0,South Africa
J Botha & RJ Peterson,2,0,17,12,8.5,0,0,South Africa
M Morkel & AL Phehlukwayo,1,1,17,17*,-,0,0,South Africa
KJ Abbott & CH Morris,1,1,16,16*,-,0,0,South Africa
F Behardien & JA Morkel,1,1,16,16*,-,0,0,South Africa
HG Kuhn & DA Miller,1,0,16,16,16,0,0,South Africa
RE Levi & WD Parnell,1,0,16,16,16,0,0,South Africa
DA Miller & DW Steyn,3,0,16,7,5.33,0,0,South Africa
JA Morkel & JL Ontong,1,0,16,16,16,0,0,South Africa
GH Bodi & J Botha,1,0,15,15,15,0,0,South Africa
LE Bosman & JP Duminy,2,0,15,11,7.5,0,0,South Africa
LE Bosman & JL Ontong,1,0,15,15,15,0,0,South Africa
MV Boucher & JL Ontong,1,0,15,15,15,0,0,South Africa
TB de Bruyn & JT Smuts,1,0,15,15,15,0,0,South Africa
JP Duminy & AN Petersen,1,0,15,15,15,0,0,South Africa
WD Parnell & D Wiese,2,2,15,13*,-,0,0,South Africa
KJ Abbott & K Rabada,1,1,14,14*,-,0,0,South Africa
AB de Villiers & SM Pollock,1,0,14,14,14,0,0,South Africa
F du Plessis & CH Morris,1,0,14,14,14,0,0,South Africa
AJ Hall & JA Rudolph,1,0,14,14,14,0,0,South Africa
DA Miller & JA Morkel,1,0,14,14,14,0,0,South Africa
DA Miller & M Morkel,2,1,14,13*,14,0,0,South Africa
H Davids & RE Levi,2,0,13,13,6.5,0,0,South Africa
JP Duminy & D Wiese,2,1,13,7,13,0,0,South Africa
DA Miller & K Rabada,2,0,12,8,6,0,0,South Africa
CJ Dala & DA Miller,1,0,11,11,11,0,0,South Africa
JP Duminy & DW Steyn,1,1,11,11*,-,0,0,South Africa
CH Morris & JT Smuts,1,0,11,11,11,0,0,South Africa
SM Pollock & GC Smith,1,0,11,11,11,0,0,South Africa
GH Bodi & VD Philander,1,0,10,10,10,0,0,South Africa
JP Duminy & CH Morris,1,0,10,10,10,0,0,South Africa
Imran Tahir & LL Tsotsobe,1,1,10,10*,-,0,0,South Africa
CA Ingram & RE Levi,1,0,10,10,10,0,0,South Africa
C Jonker & HE van der Dussen,1,0,10,10,10,0,0,South Africa
JA Morkel & RJ Peterson,2,1,10,10*,10,0,0,South Africa
CH Morris & AM Phangiso,1,0,10,10,10,0,0,South Africa
F Behardien & AL Phehlukwayo,3,1,9,7,4.5,0,0,South Africa
CJ Dala & L Ngidi,1,0,9,9,9,0,0,South Africa
R McLaren & RE van der Merwe,1,1,9,9*,-,0,0,South Africa
HM Amla & CA Ingram,1,0,8,8,8,0,0,South Africa
TB de Bruyn & HG Kuhn,1,0,8,8,8,0,0,South Africa
AB de Villiers & VD Philander,1,0,8,8,8,0,0,South Africa
Imran Tahir & M Morkel,1,1,8,8*,-,0,0,South Africa
DA Miller & AM Phangiso,1,0,8,8,8,0,0,South Africa
JA Morkel & M Ntini,1,0,8,8,8,0,0,South Africa
HM Amla & GC Smith,2,0,7,5,3.5,0,0,South Africa
F Behardien & WD Parnell,2,1,7,6,7,0,0,South Africa
J Botha & AB de Villiers,2,1,7,7*,7,0,0,South Africa
AB de Villiers & AN Petersen,1,0,7,7,7,0,0,South Africa
HH Dippenaar & GC Smith,1,0,7,7,7,0,0,South Africa
JP Duminy & HG Kuhn,1,0,7,7,7,0,0,South Africa
C Jonker & AL Phehlukwayo,1,0,7,7,7,0,0,South Africa
HG Kuhn & RJ Peterson,1,0,7,7,7,0,0,South Africa
JA Morkel & AG Prince,1,0,7,7,7,0,0,South Africa
JA Morkel & DW Steyn,1,0,7,7,7,0,0,South Africa
F Behardien & M Morkel,1,0,6,6,6,0,0,South Africa
F Behardien & D Wiese,1,0,6,6,6,0,0,South Africa
Q de Kock & JA Morkel,1,0,6,6,6,0,0,South Africa
BE Hendricks & DA Miller,1,0,6,6,6,0,0,South Africa
M Morkel & DW Steyn,1,0,6,6,6,0,0,South Africa
K Rabada & D Wiese,1,1,6,6*,-,0,0,South Africa
GH Bodi & SM Pollock,1,0,5,5,5,0,0,South Africa
CJ Dala & T Shamsi,2,1,5,5,5,0,0,South Africa
JP Duminy & WD Parnell,1,0,5,5,5,0,0,South Africa
F du Plessis & JH Kallis,1,0,5,5,5,0,0,South Africa
HH Gibbs & MN van Wyk,1,0,5,5,5,0,0,South Africa
C Jonker & CH Morris,1,0,5,5,5,0,0,South Africa
GJP Kruger & JA Rudolph,1,0,5,5,5,0,0,South Africa
R McLaren & AN Petersen,1,0,5,5,5,0,0,South Africa
M Morkel & M Ntini,1,1,5,5*,-,0,0,South Africa
KJ Abbott & WD Parnell,1,1,4,4*,-,0,0,South Africa
F Behardien & Q de Kock,1,1,4,4*,-,0,0,South Africa
MV Boucher & AG Prince,1,0,4,4,4,0,0,South Africa
H Klaasen & AL Phehlukwayo,1,0,4,4,4,0,0,South Africa
CK Langeveldt & JA Morkel,1,0,4,4,4,0,0,South Africa
R McLaren & DA Miller,1,0,4,4,4,0,0,South Africa
DA Miller & MN van Wyk,1,0,4,4,4,0,0,South Africa
M Morkel & D Paterson,1,1,4,4*,-,0,0,South Africa
CH Morris & WD Parnell,1,1,4,4*,-,0,0,South Africa
A Nel & M Ntini,1,0,4,4,4,0,0,South Africa
L Ngidi & AM Phangiso,1,0,4,4,4,0,0,South Africa
KJ Abbott & F Behardien,1,0,3,3,3,0,0,South Africa
J Botha & JA Rudolph,1,0,3,3,3,0,0,South Africa
J Botha & J Theron,1,0,3,3,3,0,0,South Africa
J Botha & LL Tsotsobe,1,0,3,3,3,0,0,South Africa
MV Boucher & RE van der Merwe,1,0,3,3,3,0,0,South Africa
GL Cloete & Q de Kock,1,0,3,3,3,0,0,South Africa
F du Plessis & MN van Wyk,1,0,3,3,3,0,0,South Africa
